Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
P23385	P23385	GRM1	GRM1					19590495:0055:LC|19590495:0012:LC|11069170:0114:LC|19549872:0055:LC
P23385	Q9Z214	GRM1	HOMER1					9647694:0018:LC|9808458:0019:LC|9808458:0004:LC|14528310:0006:LC
P23385	Q9Z2X5	GRM1	HOMER3					9808458:0019:LC|9808458:0004:LC|22486777:0401:LC
P23457	P23457	AKR1C9	AKR1C9					9261071:0114:LC|11513593:0114:LC|8718859:0114:LC|8146147:0114:LC
P24268	P24268	CTSD	CTSD					30108829:0114:LC
P24473	P24473	GSTK1	GSTK1					14717589:0114:LC
P25114	P25114	PFKFB4	PFKFB4					9890980:0114:LC|8805587:0114:LC
P25304	P25304	AGRN	AGRN					22302937:0114:LC
P25304	Q9QYP1	AGRN	LRP4					22302937:0114:LC
P26342	P26342	TGFBR3	TGFBR3					21402931:0114:LC
P26769	Q04400	ADCY2	ADCY5					15591060:0114:LC|9417641:0114:LC|11087399:0114:LC
P27049	Q63009	BTG2	PRMT1					11237868:0018:LC|11237868:0004:LC|9642256:0018:LC
P27213	P27213	PTS	PTS					8137809:0114:LC|10024455:0114:LC
P27321	Q07009	CAST	CAPN2					19020622:0071:LC|17543955:0107:LC|19020622:0114:LC|19020623:0114:LC|19020622:0077:LC|19020623:0071:LC
P27321	Q64537	CAST	CAPNS1					19020623:0114:LC|19020622:0114:LC
P28037	P28037	ALDH1L1	ALDH1L1					21540484:0114:LC|23295222:0114:LC|17302434:0114:LC
P28494	Q62839	MAN2A1	GOLGA2					18323777:0029:LC|18323775:0029:LC|18323775:0006:LC
P29117	P29117	PPIF	PPIF					25310383:0114:LC
P29476	P29476	NOS1	NOS1					14718923:0114:LC|20673724:0114:LC|PDB_1K2R:0114:LC|19791770:0114:LC|16033258:0114:LC|24447275:0114:LC|17425297:0114:LC|22731813:0114:LC|23352768:0114:LC|12437343:0114:LC|9535869:0114:LC|21809851:0114:LC|26120733:0114:LC|25089924:0114:LC|15122883:0114:LC|25874809:0114:LC|20337441:0114:LC|20958055:0114:LC|24472039:0114:LC|28776992:0114:LC|9875848:0114:LC|15208315:0114:LC|23867386:0114:LC|12960153:0114:LC|27250740:0114:LC|20833542:0114:LC|29091437:0114:LC|23451760:0114:LC|24145412:0114:LC|24660051:0114:LC|18321097:0114:LC|21138269:0114:LC|26469213:0114:LC|20014790:0114:LC|PDB_1OM4:0114:LC|28422508:0114:LC|25489882:0114:LC|20843082:0114:LC|30802056:0114:LC|27050842:0114:LC|PDB_1OM5:0114:LC|PDB_1K2U:0114:LC|22370337:0114:LC|PDB_1K2S:0114:LC|16804678:0114:LC|PDB_1K2T:0114:LC|23993333:0114:LC|PDB_3FC5:0114:LC|25149509:0114:LC|19296678:0114:LC|23586781:0114:LC|24758147:0114:LC|16285725:0114:LC|26091171:0114:LC|21534614:0114:LC
P29476	P63170	NOS1	DYNLL1					14760703:0007:LC|15384421:0047:LC
P29994	P29994	ITPR1	ITPR1					26458101:0410:LC|22286060:0114:LC|21892169:0114:LC|21827954:0410:LC
P31016	P31016	DLG4	DLG4					28950050:0114:LC|29281827:0114:LC|PDB_5D13:0114:LC|21186349:0114:LC|11779506:0114:LC
P31016	P34926	DLG4	MAP1A					17220895:0077:LC|17220895:0017:LC|9786987:0096:LC|17220895:0096:LC|9786987:0018:LC|9786987:0047:LC|17220895:0081:LC|9786987:0049:LC
P31016	P35439	DLG4	GRIN1					23567299:0006:LC|20628354:0029:LC|20628354:0006:LC|16054660:0006:LC
P31016	P97836	DLG4	DLGAP1					9115257:0018:LC|10433268:0428:LC|9115257:0007:LC|9694864:0018:LC|10433268:0006:LC|9115257:0089:LC|9115257:0428:LC|10527873:0019:LC|11122378:0019:LC|9694864:0049:LC|11178875:0006:LC
P31016	Q00959	DLG4	GRIN2A					15924861:0019:LC|10336672:0397:LC|8601796:0018:LC|8601796:0047:LC|8601796:0049:LC|10617118:0019:LC|7569905:0018:LC
P31016	Q00960	DLG4	GRIN2B					7569905:0006:LC|16990796:0006:LC|10627592:0018:LC|7569905:0096:LC|9786987:0405:LC|23567299:0006:LC|10341223:0006:LC|7569905:0019:LC|7569905:0004:LC|10341223:0027:LC|8601796:0018:LC|8601796:0049:LC|10617118:0019:LC|7569905:0018:LC
P31016	Q00961	DLG4	GRIN2C					10318831:0018:LC|7569905:0018:LC
P31016	Q62765	DLG4	NLGN1					9278515:0018:LC|9278515:0428:LC|9278515:0107:LC|15458844:0018:LC|19816407:0416:LC
P31016	Q792Q4	DLG4	CRIPT					PDB_5HFE:0114:LC|27321669:0114:LC|9786987:0405:LC
P31016	Q8K430	DLG4	KLHL17					16054660:0006:LC|12063253:0401:LC
P31016	Q9WV48	DLG4	SHANK1					10433268:0416:LC|10433268:0006:LC|10433268:0096:LC|10433268:0428:LC|11178875:0006:LC
P31044	P31044	PEBP1	PEBP1					PDB_2IQX:0114:LC
P31422	P31422	GRM3	GRM3					26258295:0055:LC|17360426:0114:LC
P31424	Q8R4T5	GRM5	GRASP					17396155:0114:LC|11850456:0004:LC|17396155:0107:LC|17396155:0018:LC|17396155:0007:LC|11850456:0019:LC|11850456:0096:LC
P31424	Q9Z214	GRM5	HOMER1					9647694:0018:LC|10798399:0114:LC
P32577	Q9JM80	CSK	PAG1					PDB_2RSY:0114:LC
P32755	P32755	HPD	HPD					15301540:0114:LC
P32851	P32851	STX1A	STX1A					9759724:0114:LC|11533035:0114:LC|26876096:0042:LC|7768895:0018:LC|11118447:0114:LC
P32851	P54921	STX1A	NAPA					25581794:0067:LC|11707603:0405:LC
P32851	P60881	STX1A	SNAP25					18822290:0051:LC|15528447:0004:LC|26876096:0042:LC|15528447:0055:LC|18275821:0055:LC|11533035:0114:LC|22307055:0071:LC|9759724:0114:LC|15316007:0114:LC|21193638:0096:LC|19571812:0114:LC|26389740:0042:LC|25581794:0071:LC|19571812:0071:LC|21193638:0226:LC|17717530:0006:LC|18337752:0051:LC|22307055:0808:LC|12496247:0114:LC|20489724:0006:LC|25581794:0226:LC|18337752:0401:LC
P32851	P61765	STX1A	STXBP1					17301226:0030:LC|7768895:0096:LC|18337752:0051:LC|8247129:0004:LC|18337752:0114:LC|10746715:0114:LC|18337752:0065:LC|26359495:0007:LC|26876096:0042:LC|23858467:0114:LC|7768895:0018:LC|8247129:0029:LC|21193638:0096:LC|21193638:0065:LC
P32851	P63041	STX1A	CPLX1					11832227:0114:LC
P32851	P63045	STX1A	VAMP2					8567678:0006:LC|11832227:0114:LC|12496247:0114:LC|26030874:0114:LC|9341137:0018:LC|9759724:0114:LC
P32851	Q63666	STX1A	VAMP1					17717530:0096:LC|17717530:0006:LC|9341137:0018:LC
P32851	Q9WU70	STX1A	STXBP5					15316007:0114:LC
P34901	P34901	SDC4	SDC4					12571249:0018:LC|26601939:0808:LC
P34901	Q9JI92	SDC4	SDCBP					27830760:0114:LC
P35400	Q9EP80	GRM7	PICK1					11891216:0096:LC|11007882:0397:LC|11891216:0018:LC|11007882:0006:LC|11007882:0007:LC|11007882:0096:LC|11891216:0004:LC
P35439	P35439	GRIN1	GRIN1					24072709:0114:LC|30500536:0114:LC|12805203:0114:LC|24876489:0114:LC|21389213:0114:LC|15996549:0114:LC
P35439	Q00959	GRIN1	GRIN2A					27618671:0114:LC|15924861:0019:LC|19243221:0006:LC|28760974:0114:LC|30500536:0114:LC|16281028:0114:LC|90163149:0019:LC|19298817:0006:LC|24462099:0114:LC
P35439	Q00960	GRIN1	GRIN2B					19243221:0006:LC|15924861:0019:LC|21677647:0030:LC|27135925:0114:LC|29656875:0114:LC|20427654:0401:LC|27135925:0410:LC|90163149:0019:LC|24876489:0114:LC|8780649:0006:LC|19298817:0006:LC|24876489:0071:LC|24876489:0030:LC
P35444	P35444	COMP	COMP					8864111:0114:LC|9736606:0114:LC
P35467	P35467	S100A1	S100A1					18650434:0114:LC|11790100:0114:LC|16169012:0114:LC|PDB_2KBM:0114:LC
P35467	Q3T1K5	S100A1	CAPZA2					PDB_2KBM:0114:LC
P35570	P84092	IRS1	AP2M1					29661273:0114:LC
P35570	Q63787	IRS1	PIK3R1					16919274:0006:LC|16123266:0019:LC|12446583:0019:LC|15604363:0019:LC|11136729:0019:LC
P36370	P36370	TAP1	TAP1					17018292:0114:LC
P37090	Q62940	SCNN1B	NEDD4					9923703:0114:LC|8665844:0018:LC|11323714:0114:LC|8665844:0096:LC
P37727	Q08602	CHM	RABGGTA					12620235:0114:LC|11886217:0114:LC
P38445	P38445	ACVR2B	ACVR2B					12660162:0114:LC
P38659	P38659	PDIA4	PDIA4					22665516:0232:LC|19446521:0114:LC
P38918	P38918	AKR7A3	AKR7A3					8234296:0114:LC|11839745:0114:LC
P40748	P40748	SYT3	SYT3					20173762:0114:LC
P41350	P70483	CAV1	STRN					1177266:0030:LC|11707266:0004:LC|11707266:0019:LC|11707266:0096:LC
P41350	Q2IBC5	CAV1	CAV2					15293782:0006:LC|16904002:0055:LC
P42260	P42260	GRIK2	GRIK2					27580033:0114:LC|19465914:0028:LC|19465914:0071:LC|19465914:0114:LC|21414913:0114:LC|19339989:0114:LC|25119039:0114:LC|15721240:0114:LC|15677325:0114:LC|23720540:0114:LC|25119039:0410:LC|25119039:0071:LC|21791290:0114:LC|24295282:0114:LC|17115050:0114:LC|19465914:0067:LC|19617541:0028:LC|17115050:0028:LC|20404149:0030:LC
P42260	Q5I0H3	GRIK2	SUMO1					17486098:0006:LC|22483987:0006:LC|22089239:0007:LC
P42260	Q63273	GRIK2	GRIK5					21791290:0114:LC
P42264	P42264	GRIK3	GRIK3					21907808:0114:LC|29451794:0114:LC|20951142:0114:LC|23141068:0114:LC|28691798:0114:LC
P42346	Q62622	MTOR	EIF4EBP1					9204908:0045:LC|9204908:0404:LC|9204908:0030:LC|9204908:0401:LC|9204908:0004:LC|10364159:0030:LC|9204908:0019:LC
P45352	P45352	TYMS	TYMS					9894005:0114:LC
P46101	Q63881	DPP6	KCND2					15911355:0007:LC|15671030:0019:LC
P47709	P47709	RPH3A	RPH3A					28634303:0114:LC|17166855:0114:LC
P47709	P63012	RPH3A	RAB3A					10025402:0114:LC|16763567:0006:LC
P47967	P47967	LGALS5	LGALS5					PDB_5JPG:0114:LC
P49816	Q9Z136	TSC2	TSC1					9809973:0006:LC|12147258:0401:LC
P50503	P50503	ST13	ST13					23812373:0826:LC|23812373:0114:LC
P51111	Q9Z272	HTT	GIT1					15383276:0416:HT
P51577	P84092	P2RX4	AP2M1					15985462:0114:LC
P52188	Q62696	KCNJ12	DLG1					14960569:0019:LC|11181181:0006:LC|14960569:0004:LC|11181181:0096:LC|11181181:0416:LC
P52759	P52759	RIDA	RIDA					PDB_1QAH:0114:LC
P53610	P53610	PGGT1B	PGGT1B					15451670:0114:LC|14609943:0114:LC
P53610	Q04631	PGGT1B	FNTA					15451670:0114:LC|15248757:0114:LC|14609943:0114:LC
P54256	P54256	HAP1	HAP1					16339760:0006:LC|9798945:0006:LC|9361024:0018:LC|9798945:0018:LC
P54256	P56536	HAP1	KIF5C					16339760:0416:LC|20152113:0006:LC
P54287	P54287	CACNB3	CACNB3					15170217:0114:LC
P54645	P54645	PRKAA1	PRKAA1					21399626:0114:LC|24625528:0006:LC
P54645	P80385	PRKAA1	PRKAG1					21399626:0114:LC|28289077:0114:LC|22659875:0114:LC|25066137:0096:LC|17851531:0096:LC|24625528:0006:LC|17851531:0114:LC|30036059:0114:LC|27490827:0114:LC|25066137:0114:LC
P54645	P80386	PRKAA1	PRKAB1					28289077:0114:LC|22659875:0114:LC|22659875:0071:LC|21481774:0071:LC|25066137:0226:LC|22659875:0226:LC|25066137:0096:LC|21481774:0020:LC|21481774:0096:LC|24625528:0006:LC|30036059:0114:LC|27490827:0114:LC|25066137:0114:LC|25066137:0071:LC|21481774:0226:LC
P56536	P56536	KIF5C	KIF5C					9428521:0114:LC
P56536	Q6QLM7	KIF5C	KIF5A					9405049:0114:LC|9428521:0114:LC
P60881	P60881	SNAP25	SNAP25					22307055:0071:LC|9759724:0114:LC|15316007:0114:LC|22307055:0808:LC|12496247:0114:LC|11533035:0114:LC
P60881	P61265	SNAP25	STX1B					7768895:0018:LC|10825299:0018:LC
P60881	P63045	SNAP25	VAMP2					22307055:0071:LC|18337752:0051:LC|8567678:0006:LC|18822290:0051:LC|25814585:0055:LC|19571812:0071:LC|9759724:0114:LC|12496247:0114:LC|19571812:0114:LC|21193638:0226:LC|25581794:0226:LC|22307055:0808:LC|25581794:0096:LC|18337752:0401:LC|25581794:0071:LC
P60881	Q08849	SNAP25	STX3					16598260:0096:LC|16598260:0071:LC|7768895:0018:LC|16598260:0006:LC
P60881	Q08850	SNAP25	STX4					7768895:0018:LC|12130530:0808:LC
P60881	Q9WU70	SNAP25	STXBP5					15316007:0114:LC
P61023	P61023	CHP1	CHP1					15987692:0114:LC
P61023	Q91XS8	CHP1	STK17B					21374135:0018:LC|21374135:0047:LC|12966074:0096:LC|12966074:0424:LC|21374135:0416:LC
P61149	P61149	FGF1	FGF1					17277441:0114:LC|18540049:0114:LC
P61589	P61589	RHOA	RHOA					23001747:0114:LC
P61765	P61765	STXBP1	STXBP1					21193638:0114:LC
P61810	Q03114	CDK5R1	CDK5					17036052:0006:LC|8090221:0006:LC|15592431:0019:LC|17341134:0006:LC
P61972	P61972	NUTF2	NUTF2					9368653:0114:LC|10543952:0114:LC|11846560:0114:LC|12065398:0114:LC|9533885:0114:LC|8757804:0114:LC|15522285:0114:LC
P61983	P97756	YWHAG	CAMKK1					15469938:0096:LC|15469938:0019:LC|18242179:0006:LC
P62168	P62168	NCS1	NCS1					25979333:0114:LC|PDB_4OV2:0114:LC
P62483	P62483	KCNAB2	KCNAB2					10399921:0114:LC|30109985:0114:LC
P62483	P63142	KCNAB2	KCNA2					28846092:0114:LC|8608002:0019:LC|21357749:0006:LC|20534430:0114:LC|20360102:0114:LC|9334400:0019:LC|8608002:0027:LC|16002581:0114:LC
P62697	P62697	CRYBB2	CRYBB2					9655330:0114:LC
P62898	P62898	CYCS	CYCS					PDB_5DF5:0114:LC|PDB_5C9M:0114:LC|PDB_5C0Z:0114:LC
P63018	P63018	HSPA8	HSPA8					18400763:0114:LC|12773536:0114:LC
P63041	P63045	CPLX1	VAMP2					11832227:0114:LC
P63045	P63045	VAMP2	VAMP2					21856303:0030:LC|9759724:0114:LC|21856303:0276:LC
P63045	Q08850	VAMP2	STX4					24469400:0096:LC|23380067:0006:LC|8760387:0018:LC|24469400:0049:LC
P63045	Q62768	VAMP2	UNC13A					30622273:0114:LC
P63086	P63086	MAPK1	MAPK1					24704509:0114:LC|22843676:0114:LC
P63086	Q63155	MAPK1	DCC					21070949:0071:LC|21070949:0424:LC|21070949:0114:LC|21070949:0053:LC|21070949:0065:LC|21070949:0096:LC
P63086	Q64346	MAPK1	DUSP6					16567630:0114:LC
P63140	Q62725	NFYB	NFYC					8754798:0018:LC|8754798:0004:LC|8754798:0019:LC|8524312:0004:LC|8754798:0030:LC|8524312:0018:LC
P63142	P63142	KCNA2	KCNA2					11007484:0114:LC
P63159	P63159	HMGB1	HMGB1					26143914:0114:LC
P63170	P63170	DYNLL1	DYNLL1					11178896:0114:LC
P63170	Q03555	DYNLL1	GPHN					12097491:0004:LC|12097491:0019:LC|14760703:0007:LC|12097491:0018:LC
P63182	P63182	CBLN1	CBLN1					28877468:0114:LC
P67999	P67999	RPS6KB1	RPS6KB1					17446865:0424:LC|21986499:0424:LC
P68136	P68136	ACTA1	ACTA1					22193718:0114:LC
P68403	P68403	PRKCB	PRKCB					9817842:0114:LC
P70552	P70552	GCHFR	GCHFR					15448133:0114:LC|11580249:0114:LC|11818540:0114:LC
P70581	P70581	NUP58	NUP58					17379812:0114:LC
P70581	P70582	NUP58	NUP54					22036567:0114:LC
P70582	P70582	NUP54	NUP54					22036567:0114:LC|23479651:0114:LC
P70604	P70604	KCNN2	KCNN2					17910055:0114:LC
P70610	P70610	DOC2B	DOC2B					23994332:0114:LC
P80385	P80386	PRKAG1	PRKAB1					28289077:0114:LC|22659875:0114:LC|22659875:0071:LC|21481774:0071:LC|25066137:0226:LC|28467931:0114:LC|21481774:0020:LC|22659875:0226:LC|24625528:0006:LC|30036059:0114:LC|27490827:0114:LC|25066137:0114:LC|25066137:0071:LC|21481774:0226:LC
P80386	P80386	PRKAB1	PRKAB1					16508085:0114:LC|24625528:0006:LC|16216577:0114:LC
P81128	P81128	ARHGAP35	ARHGAP35					30174148:0114:LC
P84025	Q6JHU9	SMAD3	CREBBP					15990875:0019:LC|9679056:0004:LC|9679056:0019:LC
P84079	P84079	ARF1	ARF1					7990146:0114:LC|7552752:0114:LC
P84092	Q9QX70	AP2M1	EGFR					PDB_1I31:0114:LC|9812899:0114:LC
P97536	Q66HB1	CAND1	TBP		RCG_22973			8954946:0019:LC|8954946:0004:LC|10526239:0004:LC|10526239:0401:LC
P97571	P97571	CAPN1	CAPN1					14656436:0114:LC|11893336:0114:LC
P97612	P97612	FAAH	FAAH					21392988:0114:LC|21502526:0114:LC|12459591:0114:LC|19722626:0114:LC|20493882:0114:LC|21355555:0114:LC|23240907:0114:LC|30289722:0114:LC|21428410:0114:LC|23581831:0114:LC|23218778:0114:LC|19389627:0114:LC|18753625:0071:LC|18753625:0114:LC|19924997:0114:LC
P97675	P97675	ENPP3	ENPP3					30022031:0114:LC|30387774:0114:LC
P97687	P97687	ENTPD1	ENTPD1					22100451:0114:LC
P97710	Q9WUD9	SIRPA	SRC					10082587:0045:LC|8636139:0019:LC
P97836	Q62696	DLGAP1	DLG1					15729360:0004:LC|15729360:0019:LC|9115257:0018:LC
P97836	Q63622	DLGAP1	DLG2					9694864:0018:LC|10433268:0006:LC|10433268:0428:LC
P97836	Q9JLU4	DLGAP1	SHANK3					10433268:0018:LC|10527873:0018:LC|10527873:0019:LC
P97836	Q9QX74	DLGAP1	SHANK2					10433268:0018:LC|10527873:0018:LC|10527873:0019:LC
P97836	Q9WV48	DLGAP1	SHANK1					10433268:0428:LC|10488079:0019:LC|10433268:0004:LC|10433268:0018:LC|10433268:0006:LC|10433268:0096:LC|10433268:0416:LC|11178875:0006:LC
P97837	Q9WV48	DLGAP2	SHANK1					11178875:0019:LC|10488079:0018:LC
P97838	Q9JLU4	DLGAP3	SHANK3					10433269:0096:LC|10527873:0018:LC|10433269:0018:LC
P97852	P97852	HSD17B4	HSD17B4					12517343:0114:LC
P97879	P97879	GRIP1	GRIP1					18155042:0114:LC|12493751:0114:LC
Q00959	Q00959	GRIN2A	GRIN2A					30500536:0114:LC
Q00959	Q62696	GRIN2A	DLG1					8601796:0018:LC|10336672:0397:LC
Q00960	Q00960	GRIN2B	GRIN2B					27135925:0114:LC|29656875:0114:LC|PDB_6E7X:0114:LC|21677647:0114:LC|PDB_6E7S:0114:LC|24876489:0114:LC|PDB_6E7R:0114:LC|PDB_6E7W:0114:LC|PDB_6E7V:0114:LC|PDB_6E7T:0114:LC|PDB_6E7U:0114:LC|24876489:0030:LC
Q00960	Q62936	GRIN2B	DLG3					8780649:0096:LC|8780649:0411:LC|8780649:0049:LC|16427633:0006:LC
Q01717	Q01717	TRHR	TRHR					17989235:0807:LC|11278883:0055:LC|12393857:0055:LC
Q02293	Q02293	FNTB	FNTB					15451670:0114:LC|9065406:0114:LC
Q02293	Q04631	FNTB	FNTA					11687658:0114:LC|15454228:0114:LC|10673434:0114:LC|12699757:0114:LC|9657673:0114:LC|17606674:0114:LC|98409463:0114:LC|12667062:0114:LC|20056542:0114:LC|16298128:0114:LC|22963166:0114:LC|15170324:0114:LC|19217288:0114:LC|12657282:0114:LC|10377218:0114:LC|9843427:0114:LC|19246009:0114:LC|12657283:0114:LC|9065406:0114:LC|12374986:0114:LC|15451670:0114:LC|19954434:0114:LC|18844669:0114:LC|19219049:0114:LC|9609683:0114:LC|12657284:0114:LC
Q02874	Q02874	H2AFY	H2AFY					16107708:0114:LC
Q03386	Q03386	RALGDS	RALGDS					9628477:0114:LC|15299618:0114:LC|9253406:0114:LC
Q03555	Q03555	GPHN	GPHN					15201864:0114:LC|27112598:0114:LC|25531214:0114:LC
Q04631	Q04631	FNTA	FNTA					15451670:0114:LC|14609943:0114:LC
Q06486	Q06486	CSNK1D	CSNK1D					8648628:0114:LC
Q07008	Q07008	NOTCH1	NOTCH1					25700513:0114:LC
Q07008	Q63722	NOTCH1	JAG1					28254785:0114:LC
Q07009	Q07009	CAPN2	CAPN2					12665854:0114:LC
Q07009	Q64537	CAPN2	CAPNS1					19020622:0071:LC|19020622:0114:LC|15476820:0114:LC|19020623:0114:LC|19020622:0077:LC|10601010:0114:LC|10417423:0114:LC|19020623:0071:LC
Q08326	Q08326	RABIF	RABIF					11258916:0114:LC
Q08602	Q08603	RABGGTA	RABGGTB					12620235:0114:LC|22963166:0114:LC|22480322:0114:LC|19894725:0114:LC|10745007:0114:LC|18756270:0114:LC|18399557:0114:LC|11886217:0114:LC
Q08603	Q08603	RABGGTB	RABGGTB					11886217:0114:LC|10745007:0114:LC
Q08851	Q5EGY4	STX5	YKT6					11323436:0006:LC|11927603:0006:LC
Q09128	Q09128	CYP24A1	CYP24A1					19961857:0114:LC
Q4AE70	Q4AE70	CARM1	CARM1					17882262:0114:LC
Q4JEI2	Q4JEI2	DEFAL1	DEFAL1					28345637:0114:LC
Q4KLI0	Q8K1P7	SMARCB1	SMARCA4	RCG_60662				8895581:0019:LC|8895581:0401:LC|23540691:0006:LC
Q4V8K1	Q4V8K1	STEAP4	STEAP4					23733181:0114:LC
Q5D006	Q5D006	USP11	USP11					24724799:0114:LC
Q5EGY4	Q62931	YKT6	GOSR1					11323436:0006:LC|11927603:0006:LC
Q5RKL4	Q5RKL4	DMGDH	DMGDH					24858690:0114:LC
Q5U311	Q5U311	SLFN13	SLFN13					29563550:0114:LC
Q5WRG2	Q5WRG2	ANG	ANG					PDB_4QFI:0114:LC|PDB_4QFJ:0114:LC
Q62636	Q62636	RAP1B	RAP1B					25935485:0114:LC
Q62651	Q62651	ECH1	ECH1					9739087:0114:LC
Q62671	Q62671	UBR5	UBR5					26224628:0114:LC
Q62696	Q62696	DLG1	DLG1					15048107:0114:LC|17069616:0114:LC
Q62696	Q62915	DLG1	CASK					15048107:0114:LC|12351654:0047:LC
Q62696	Q63538	DLG1	MAPK12					15729360:0004:LC|15729360:0019:LC|15729360:0045:LC|27070899:0006:LC
Q62735	Q62735	NR1H4	NR1H4					12718893:0114:LC
Q62747	Q62747	SYT7	SYT7					28923929:0114:LC
Q62760	Q62760	TOMM20	TOMM20					17948058:0114:LC|21591667:0114:LC
Q62765	Q62765	NLGN1	NLGN1					18093522:0114:LC|22840401:0114:LC
Q62765	Q63372	NLGN1	NRXN1					21620717:0107:LC|20543817:0107:LC
Q62768	Q62768	UNC13A	UNC13A					16052212:0071:LC|16732694:0028:LC|22000513:0114:LC|28177287:0114:LC|16732694:0077:LC|16732694:0114:LC|16732694:0071:LC
Q62768	Q9JIS1	UNC13A	RIMS2					16052212:0004:LC|16052212:0071:LC|16052212:0114:LC|16052212:0045:LC|16732694:0065:LC|16732694:0077:LC|16732694:0114:LC|16732694:0071:LC
Q62838	Q62838	MUSK	MUSK					17011580:0114:LC
Q62839	Q62931	GOLGA2	GOSR1					18323777:0029:LC|11927603:0006:LC
Q62844	Q8K4S7	FYN	CBLB					12231245:0019:LC|12231245:0045:LC|9890970:0006:LC
Q62897	Q8R426	KCND3	KCNIP1					10676964:0018:LC|15356203:0019:LC
Q62902	Q62902	LMAN1	LMAN1					14643651:0114:LC
Q62915	Q62915	CASK	CASK					15048107:0114:LC
Q62915	Q63372	CASK	NRXN1					8786425:0004:LC|11036064:0401:LC|8786425:0096:LC|8786425:0018:LC
Q62915	Q63374	CASK	NRXN2					8786425:0018:LC|19816407:0006:LC
Q62936	Q62936	DLG3	DLG3					23480637:0114:LC
Q62997	Q62997	GFRA1	GFRA1					19478429:0114:LC
Q63009	Q63009	PRMT1	PRMT1					20345902:0007:LC|9642256:0018:LC
Q63041	Q63041	A1M	A1M					11106161:0114:LC
Q63042	Q63042	GFER	GFER					PDB_1OQC:0114:LC|PDB_3R7C:0114:LC|15299939:0114:LC
Q63226	Q63226	GRID2	GRID2					17715062:0114:LC|19617541:0028:LC|27926833:0114:LC
Q63273	Q63273	GRIK5	GRIK5					21791290:0114:LC|20951142:0114:LC
Q63424	Q63424	SLC15A2	SLC15A2					26320580:0114:LC
Q63524	Q63584	TMED2	TMED10					9472029:0029:LC|10214941:0006:LC
Q63537	Q63537	SYN2	SYN2					PDB_1I7N:0114:LC|PDB_1I7L:0114:LC|10358015:0018:LC
Q63584	Q63584	TMED10	TMED10					27569046:0114:LC
Q63604	Q9Z254	NTRK2	GIPC1					15304335:0019:LC|15304335:0018:LC|15304335:0027:LC|11251075:0018:LC
Q63635	Q63635	STX6	STX6					12082176:0114:LC
Q63639	Q63639	ALDH1A2	ALDH1A2					10320326:0114:LC|8663198:0114:LC
Q63716	Q63716	PRDX1	PRDX1					10535922:0114:LC
Q63881	Q6Q629	KCND2	DPP10					15911355:0007:LC|15671030:0019:LC
Q63881	Q8R426	KCND2	KCNIP1					14980206:0114:LC|15356203:0019:LC
Q64536	Q64536	PDK2	PDK2					18387944:0114:LC|11483605:0114:LC
Q64537	Q64537	CAPNS1	CAPNS1					14579356:0114:LC|9228945:0114:LC
Q64610	Q64610	ENPP2	ENPP2					27660691:0114:LC|27075612:0114:LC
Q68FT9	Q68FT9	SCLY	SCLY					20164179:0114:LC
Q6AYB8	Q9R064	BLZF1	GORASP2					11739402:0006:LC|11739401:0416:LC|11739401:0006:LC
Q6IRE4	Q9QYW0	TSG101	AATF					17552904:0018:LC|14761944:0004:LC|14761944:0428:LC|14761944:0018:LC
Q6IUU3	Q6IUU3	QSOX1	QSOX1					24888638:0114:LC
Q6QLM7	Q6QLM7	KIF5A	KIF5A					9428521:0114:LC
Q76EQ0	Q76EQ0	SRR	SRR					20106978:0114:LC
Q78E14	Q78E14	OBP3	OBP3	RCG_31933	RCG_31933			24665925:0114:LC
Q78EG7	Q78EG7	PTP4A1	PTP4A1					16142898:0114:LC|22009749:0114:LC
Q78PB6	Q78PB6	NDEL1	NDEL1					17997972:0114:LC
Q80WL1	Q80WL1	GLDN	GLDN					25525261:0114:LC
Q80Z29	Q80Z29	NAMPT	NAMPT					16901503:0114:LC
Q811U3	Q9JIR4	ERC1	RIMS1					12391317:0018:LC|16095618:0114:LC|12391317:0428:LC|12391317:0096:LC|21241895:0077:LC|16095618:0077:LC|12391317:0397:LC|16095618:0065:LC
Q8CHN8	Q8CHN8	MASP1	MASP1					22078562:0114:LC
Q8K1Q4	Q9JLU4	LZTS3	SHANK3					29473168:0114:LC
Q8K4V4	Q8K4V4	SNX27	SNX27					27595347:0114:LC
Q8R2E7	Q9JHX4	FADD	CASP8	RCG_48606				13679576:0019:LC|19001025:0006:LC
Q8R4T5	Q8R4T5	GRASP	GRASP					17396155:0018:LC|17396155:0114:LC
Q8VGC3	Q8VGC3	CACNB2	CACNB2					15141227:0114:LC|18776052:0071:LC|18776052:0029:LC
Q8VHK7	Q8VHK7	HDGF	HDGF					PDB_5XSK:0114:LC
Q8VHN2	Q8VHN2	GRIN3B	GRIN3B					18636091:0114:LC
Q91XJ1	Q91XJ1	BECN1	BECN1					22314358:0114:LC
Q95565	Q9JJP9	RT1.A1(C)	UBQLN1					12470953:0114:LC
Q99PV3	Q99PV3	MKLN1	MKLN1					25579817:0114:LC
