Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
P07364	P52612	CHER	FLII					19834901:0397:LC|24561554:0397:HT
P07395	P07395	PHET	PHET					15690043:0007:LC|21082706:0114:LC|16858726:0276:LC|15690043:0676:LC|24561554:0397:HT
P07395	P08312	PHET	PHES					15690043:0096:LC|16858726:0276:LC|15690043:0676:LC|15690043:0007:LC|6360212:0071:LC|24561554:0397:HT
P07395	P0AG90	PHET	SECD					15690043:0096:LC|24561554:0096:HT|15690043:0676:LC|15690043:0007:LC|24561554:0397:HT
P07395	P32715	PHET	MDTO					15690043:0096:LC|15690043:0676:LC|15690043:0007:LC|24561554:0397:HT
P07464	P07464	LACA	LACA					11937062:0114:LC|7592843:0030:LC
P07604	P07604	TYRR	TYRR					8947567:0028:LC|8106498:0028:LC|8176727:0028:LC|14973045:0655:LC|11923293:0071:LC|11923293:0028:LC|15690043:0676:LC|15690043:0007:LC|11923293:0013:LC|8449884:0030:LC|17222426:0114:LC
P07620	P07620	PARA	PARA					19461582:0114:LC|19461582:0067:LC
P07639	P07639	AROB	AROB					24561554:0397:HT
P07639	P33014	AROB	YEED					24561554:0397:HT
P07639	P37909	AROB	YBGD					24561554:0397:HT
P07639	P39834	AROB	YGIL					24561554:0397:HT
P07639	P68646	AROB	FIXX					24561554:0096:HT|24561554:0397:HT
P07648	P08394	RECC	RECB					18668125:0114:LC|15690043:0096:LC|27644322:0114:LC|15690043:0676:LC|15690043:0007:LC|28009252:0114:LC|15538360:0114:LC
P07649	P07649	TRUA	TRUA					17466622:0114:LC|10625422:0114:LC
P07649	P0A805	TRUA	FRR					24561554:0397:HT
P07649	P33014	TRUA	YEED					24561554:0397:HT
P07649	P39391	TRUA	YJIT					24561554:0397:HT
P07649	P45577	TRUA	PROQ					24561554:0397:HT
P07649	P68646	TRUA	FIXX					24561554:0397:HT
P07650	P07650	DEOA	DEOA					9698549:0114:LC|2199449:0114:LC|16858726:0276:LC|3546318:0071:LC
P07658	P75825	FDHF	HCP					24561554:0397:HT
P07762	P07762	GLGB	GLGB					26280198:0114:LC|12196524:0114:LC
P07813	P07813	LEUS	LEUS					23361008:0114:LC|15690043:0676:LC|22683997:0114:LC|15690043:0007:LC|16277600:0114:LC|29111343:0114:LC|24935946:0114:LC
P07813	P15042	LEUS	LIGA					24561554:0397:HT
P07813	P19930	LEUS	HYAD					24561554:0397:HT
P07813	P33129	LEUS	HTRE					15690043:0096:LC|15690043:0676:LC|15690043:0007:LC|24561554:0397:HT
P07813	P75767	LEUS	YBHK					24561554:0397:HT
P07821	P09162	FHUC	YJAA					24561554:0397:HT
P07821	P75957	FHUC	LOLD					24561554:0397:HT
P07862	P07862	DDLB	DDLB					29208891:0114:LC|24627523:0397:HT
P07862	P0ABW5	DDLB	SFMA					24561554:0397:HT
P07862	P33014	DDLB	YEED					24561554:0397:HT
P07862	P37909	DDLB	YBGD					24561554:0397:HT
P07913	P0A6F5	TDH	GROL					10647006:0019:LC|24561554:0397:HT
P08142	P08142	ILVB	ILVB					15690043:0007:LC|15690043:0676:LC|24561554:0397:HT
P08142	P0ADF8	ILVB	ILVN					18193896:0077:LC|18193896:0016:LC|24561554:0397:HT
P08142	P0ADG1	ILVB	ILVM					24561554:0397:HT
P08178	P08178	PURM	PURM					10508786:0114:LC
P08178	P37909	PURM	YBGD					24561554:0397:HT
P08179	P08179	PURN	PURN					10606510:0114:LC|1631098:0114:LC|11695901:0114:LC|1522592:0114:LC|7776369:0114:LC|24561554:0397:HT
P08189	P08190	FIMF	FIMG					23579681:0114:LC|15372038:0051:LC|30283140:0114:LC|27351462:0114:LC|18400183:0114:LC
P08189	P30130	FIMF	FIMD					23579681:0114:LC|18242189:0114:LC
P08189	P31697	FIMF	FIMC					23579681:0114:LC|18242189:0114:LC|18485872:0004:LC|30283140:0114:LC|20478255:0114:LC|18485872:0808:LC
P08190	P08190	FIMG	FIMG					27351462:0114:LC|18400183:0114:LC
P08190	P08191	FIMG	FIMH					23579681:0114:LC|30283140:0114:LC|26948702:0114:LC
P08190	P30130	FIMG	FIMD					23579681:0114:LC
P08190	P31697	FIMG	FIMC					23579681:0114:LC|15372038:0401:LC|18485872:0004:LC|30283140:0114:LC|20478255:0114:LC|21637253:0071:LC|18485872:0808:LC
P08191	P08191	FIMH	FIMH					15659162:0114:LC|PDB_5L4X:0114:LC|PDB_5L4Y:0114:LC|PDB_5CGB:0114:LC|23795713:0114:LC|PDB_5L4W:0114:LC|PDB_5L4T:0114:LC|28250938:0114:LC|30710416:0114:LC|PDB_5JCR:0114:LC|28257558:0114:LC|24900609:0114:LC|30543411:0114:LC|PDB_5L4U:0114:LC|27158502:0114:LC|20507142:0114:LC|25940742:0114:LC|18446213:0114:LC|PDB_5JCQ:0114:LC|22657089:0114:LC|29939458:0114:LC|PDB_5L4V:0114:LC|26948702:0114:LC
P08191	P30130	FIMH	FIMD					23579681:0114:LC|15920478:0114:LC
P08191	P31697	FIMH	FIMC					23579681:0114:LC|18485872:0004:LC|21637253:0028:LC|12010488:0114:LC|21637253:0114:LC|20478255:0114:LC|10446051:0114:LC|21637253:0071:LC|21637253:0096:LC|15920478:0114:LC|18485872:0808:LC
P08200	P08200	ICD	ICD					25272278:0114:LC|20505668:0114:LC
P08200	P11071	ICD	ACEK					20505668:0424:LC|20505668:0071:LC|11751849:0401:LC|20505668:0114:LC|20505668:0434:LC|24561554:0397:HT
P08201	P63020	NIRB	NFUA					24561554:0397:HT
P08202	P08202	ARAA	ARAA					PDB_4F2D:0114:LC|16756997:0114:LC|PDB_2HXG:0114:LC|14973045:0655:LC
P08244	P08244	PYRF	PYRF					10757968:0114:LC|12054799:0114:LC
P08312	P08312	PHES	PHES					15690043:0007:LC|15690043:0676:LC|24561554:0397:HT
P08312	P0AD99	PHES	BRNQ					15690043:0096:LC|15690043:0676:LC|15690043:0007:LC|24561554:0397:HT
P08312	P17117	PHES	NFSA					24561554:0397:HT
P08312	P39176	PHES	ERFK					15690043:0096:LC|15690043:0676:LC|15690043:0007:LC|24561554:0397:HT
P08312	P75679	PHES	INSN1					24561554:0397:HT
P08312	Q46864	PHES	MQSA					24561554:0397:HT
P08312	Q47147	PHES	YAFJ					24561554:0397:HT
P08337	P08337	MUTT	MUTT					15690043:0007:LC|15690043:0676:LC|24561554:0397:HT|19864691:0114:LC
P08337	P0AC47	MUTT	FRDB					24561554:0729:HT|24561554:0096:HT|24561554:0397:HT
P08337	P37909	MUTT	YBGD					24561554:0397:HT
P08337	P39834	MUTT	YGIL					24561554:0397:HT
P08368	P08368	CREB	CREB					18631241:0055:LC|24561554:0397:HT
P08368	P08401	CREB	CREC					24561554:0397:HT
P08368	P0AGI4	CREB	XYLH					24561554:0397:HT
P08368	P24193	CREB	HYPE					24561554:0397:HT
P08373	P45577	MURB	PROQ					24561554:0397:HT
P08373	P68646	MURB	FIXX					24561554:0397:HT
P08390	P0ADK6	USG	YIBA					24561554:0397:HT
P08390	P0ADW6	USG	YHCC					24561554:0397:HT
P08390	P21599	USG	PYKA					15690043:0007:LC|15690043:0096:LC|15690043:0676:LC|24561554:0397:HT
P08395	P08395	SPPA	SPPA					16858726:0276:LC|18164727:0114:LC
P08407	P08407	PAPE	PAPE					12437927:0114:LC
P08407	P15319	PAPE	PAPD					12437927:0114:LC
P08407	P42191	PAPE	PRSK					12437927:0114:LC
P08408	P15319	PAPF	PAPD					18728178:0069:LC|18728178:0071:LC|19000824:0069:LC|19000824:0114:LC|19000824:0071:LC
P08504	P08504	TNPA	TNPA					10207011:0114:LC|10884228:0114:LC
P08506	P08506	DACC	DACC					19807181:0114:LC
P08622	P08622	DNAJ	DNAJ					15690043:0007:LC|15849180:0013:LC|15849180:0071:LC|15690043:0676:LC
P08622	P0A6Y8	DNAJ	DNAK					15302880:0067:LC|29290615:0114:LC|12654915:0071:LC|8444859:0030:LC|8599944:0071:LC|7603976:0028:LC|8626401:0051:LC|18394994:0017:LC|10369787:0107:LC|22065753:0077:LC|16533811:0019:LC|19439666:0880:LC|9860950:0107:LC|9860951:0107:LC|10521435:0107:LC|9600925:0077:LC|15302880:0028:LC|10369787:0401:LC
P08622	P0AGB3	DNAJ	RPOH					1534276:0045:LC|10369787:0107:LC|17968012:0107:LC|8599944:0107:LC|7603976:0028:LC|7603976:0071:LC|8599944:0071:LC|10930581:0415:LC
P08660	P08660	LYSC	LYSC					16905770:0114:LC
P08690	P08690	ARSA	ARSA					11395509:0114:LC|1824941:0067:LC|10708766:0071:LC|1824941:0030:LC|10708766:0040:LC
P08716	P08716	HLYB	HLYB					15889153:0114:LC|16858415:0114:LC
P08716	P09986	HLYB	HLYD					9822594:0030:LC|15228545:0030:LC
P08722	P0A8A8	BGLF	RIMP					24561554:0397:HT
P08722	P11989	BGLF	BGLG					12771379:0047:LC|12771379:0018:LC|15466029:0030:LC
P08839	P08839	PTSI	PTSI					17053069:0114:LC|20731394:0114:LC|16858726:0276:LC|21162528:0114:LC|8805571:0114:LC|26305976:0114:LC
P08839	P0AA04	PTSI	PTSH					20080627:0077:LC|20731394:0114:LC|22673508:0077:LC|10048929:0114:LC|17051159:0077:LC|9109646:0077:LC|12202490:0114:LC
P08839	P0ACL5	PTSI	GLCC					24561554:0397:HT
P08839	P0AEL8	PTSI	FIMZ					24561554:0397:HT
P08839	P69783	PTSI	CRR					PDB_2MP0:0114:LC
P08956	P08956	HSDR	HSDR					26039067:0114:LC|19079266:0114:LC|30054276:0114:LC|15690043:0676:LC|15690043:0007:LC|PDB_4XJX:0114:LC
P08956	P08957	HSDR	HSDM					9628343:0107:LC|15690043:0096:LC|15690043:0007:LC|15690043:0676:LC
P08956	P19705	HSDR	HSDS					15690043:0096:LC|15690043:0676:LC|15690043:0007:LC|9628343:0107:LC
P08957	P08957	HSDM	HSDM					15690043:0007:LC|19074193:0114:LC|15690043:0676:LC|PDB_2AR0:0114:LC
P08957	P19705	HSDM	HSDS					15690043:0096:LC|15690043:0676:LC|15690043:0007:LC|19074193:0114:LC|9628343:0107:LC|9023108:0404:LC
P08997	P08997	ACEB	ACEB					18714089:0114:LC
P09029	P09029	PURK	PURK					19053251:0114:LC|10569930:0114:LC
P09099	P09099	XYLB	XYLB					17123542:0114:LC
P09130	P10026	TRAD	TRAM					18717787:0096:LC|9324263:0004:LC|9324263:0401:LC|18717787:0114:LC
P09147	P09147	GALE	GALE					PDB_5GY7:0114:LC|8931134:0114:LC|1579570:0114:LC|16858726:0276:LC|24561554:0397:HT
P09147	P09153	GALE	TFAE					24561554:0397:HT
P09147	P0A6Z6	GALE	NIKR					24561554:0397:HT
P09147	P0A805	GALE	FRR					24561554:0397:HT
P09147	P0AAK4	GALE	HYDN					24561554:0397:HT
P09147	P0AAL6	GALE	YDHY					24561554:0397:HT
P09147	P0ABW5	GALE	SFMA					24561554:0397:HT
P09147	P0AFT8	GALE	YEIW					24561554:0397:HT
P09147	P39391	GALE	YJIT					24561554:0397:HT
P09147	P39409	GALE	YJJW					24561554:0096:HT|24561554:0397:HT
P09147	P39834	GALE	YGIL					24561554:0397:HT
P09147	P68646	GALE	FIXX					24561554:0397:HT
P09147	Q46919	GALE	YQCC					24561554:0397:HT
P09148	P09148	GALT	GALT					9063869:0114:LC|7669762:0114:LC|8794735:0114:LC
P09152	P09152	NARG	NARG					15690043:0007:LC|15690043:0676:LC|14725769:0114:LC
P09152	P0AF26	NARG	NARJ					16286471:0018:LC|20236317:0065:LC|19151138:0047:LC|12372836:0018:LC|16286471:0107:LC|20236317:0107:LC|20236317:0077:LC|16540088:0047:LC|19151138:0107:LC|19151138:0014:LC|20974141:0018:LC|24561554:0397:HT
P09152	P11349	NARG	NARH					16286471:0018:LC|20053990:0114:LC|15615728:0114:LC|12910261:0114:LC|15122898:0114:LC|16858726:0276:LC|14725769:0114:LC|21518899:0071:LC|15690043:0007:LC|PDB_3EGW:0114:LC|15690043:0676:LC|15670166:0114:LC|15690043:0096:LC|24561554:0397:HT
P09152	P11350	NARG	NARI					20053990:0114:LC|15615728:0114:LC|12910261:0114:LC|15122898:0114:LC|21518899:0071:LC|15670166:0114:LC
P09152	P19317	NARG	NARW					15690043:0096:LC|15690043:0676:LC|15690043:0007:LC|19151138:0107:LC|24561554:0397:HT
P09152	P19318	NARG	NARY					15690043:0007:LC|15690043:0096:LC|15690043:0676:LC|24561554:0397:HT
P09153	P0A6T3	TFAE	GALK					24561554:0397:HT
P09153	P0A7M9	TFAE	RPME					24561554:0397:HT
P09153	P0AAN5	TFAE	YAIA					24561554:0397:HT
P09153	P0AB01	TFAE	ELYC					24561554:0397:HT
P09153	P0ABB0	TFAE	ATPA					24561554:0397:HT
P09153	P0ABR9	TFAE	MHPB					24561554:0397:HT
P09153	P0AFB5	TFAE	GLNL					24561554:0729:HT|24561554:0096:HT|24561554:0397:HT
P09153	P0DP64	TFAE	YBEM		B0626			24561554:0397:HT
P09153	P32700	TFAE	YJCB					24561554:0397:HT
P09153	P39325	TFAE	YTFQ					24561554:0397:HT
P09153	P45579	TFAE	HCXA					24561554:0397:HT
P09153	P52060	TFAE	YGGU					24561554:0397:HT
P09153	P68567	TFAE	RSMJ					24561554:0397:HT
P09153	P68688	TFAE	GRXA					24561554:0397:HT
P09153	P77585	TFAE	YPDE					24561554:0397:HT
P09158	P09158	SPEE	SPEE					15690043:0007:LC|16858726:0276:LC|15690043:0676:LC
P09158	P28638	SPEE	YHDJ					24561554:0397:HT
P09162	P31572	YJAA	CAIB					24561554:0397:HT
P09169	P09169	OMPT	OMPT					11566868:0114:LC
P09184	P0ACL5	VSR	GLCC					24561554:0397:HT
P09184	P23367	VSR	MUTL					11585365:0014:LC|19376855:0014:LC|11585365:0018:LC
P09372	P09372	GRPE	GRPE					15690043:0007:LC|9103205:0114:LC|15690043:0676:LC
P09372	P0A6F5	GRPE	GROL					10647006:0019:LC|24561554:0397:HT
P09372	P0A6Y8	GRPE	DNAK					2826421:0091:LC|12840016:0114:LC|9103205:0114:LC|8890154:0411:LC|2522091:0019:LC|16858726:0276:LC|11401497:0016:LC|8444859:0030:LC|12885236:0107:LC|8599944:0071:LC|8890154:0091:LC|12885236:0065:LC|9103205:0107:LC|8890154:0030:LC
P09372	P0AGB3	GRPE	RPOH					10930581:0415:LC|8599944:0071:LC
P09373	P09373	PFLB	PFLB					10504733:0114:LC|12163496:0114:LC|16858726:0276:LC|15690043:0676:LC|12454503:0114:LC|15690043:0007:LC|10425676:0114:LC
P09373	P0A858	PFLB	TPIA					24561554:0397:HT
P09373	P15082	PFLB	SRLR					15690043:0007:LC|15690043:0096:LC|15690043:0676:LC|24561554:0397:HT
P09373	P76180	PFLB	YDGK					24561554:0397:HT
P09377	P0A7C2	RHAS	LEXA					24561554:0397:HT
P09377	P0A9E0	RHAS	ARAC					24561554:0397:HT
P09377	P17410	RHAS	CHBR					24561554:0397:HT
P09377	P77396	RHAS	YPDC					24561554:0397:HT
P09378	P0A7C2	RHAR	LEXA					24561554:0397:HT
P09378	P17410	RHAR	CHBR					24561554:0397:HT
P09391	P09391	GLPG	GLPG					25009246:0071:LC|25162988:0114:LC|17190827:0114:LC|17099694:0114:LC|17051161:0114:LC|17051161:0071:LC
P09391	P0ACJ0	GLPG	LRP					24561554:0397:HT
P09394	P09394	GLPQ	GLPQ					PDB_1YDY:0114:LC|PDB_1T8Q:0114:LC
P09546	P09546	PUTA	PUTA					1618807:0071:LC|19994913:0114:LC|1618807:0038:LC|12009917:0071:LC|18586269:0114:LC|12514740:0114:LC|1618807:0404:LC|17001030:0114:LC|1618807:0029:LC
P09546	P37759	PUTA	RFBB					24561554:0397:HT
P09557	P0ABQ4	DICB	FOLA					24561554:0397:HT
P09557	P0AGG0	DICB	THIL					24561554:0397:HT
P09557	P18843	DICB	NADE					24561554:0397:HT
P09557	P25539	DICB	RIBD					24561554:0397:HT
P09557	P28630	DICB	HOLA					24561554:0397:HT
P09833	P42630	MODC	TDCG					24561554:0397:HT
P09883	P09883	COL	COL					10966813:0114:LC|15190054:0114:LC|16060658:0114:LC|22815490:0114:LC|PDB_1FSJ:0114:LC
P09883	P0A855	COL	TOLB					19696740:0077:LC|16894158:0030:LC|19696740:0065:LC|16894158:0065:LC|16894158:0114:LC
P09883	Q03708	COL	IMM					PDB_2GZG:0114:LC|PDB_2GZJ:0114:LC|PDB_2GZE:0114:LC|16524591:0114:LC|PDB_1BXI:0114:LC|17099236:0114:LC|PDB_2GZI:0114:LC|10966813:0114:LC|19749752:0107:LC|20479265:0030:LC|20479265:0077:LC|20479265:0065:LC|20479265:0114:LC|18471830:0114:LC|PDB_1FR2:0114:LC|23431269:0071:LC|18980319:0114:LC|22306467:0114:LC|23431269:0859:LC|PDB_2GZF:0114:LC|PDB_2GYK:0114:LC
P09980	P09980	REP	REP					15690043:0007:LC|25538245:0114:LC|9288744:0114:LC|15690043:0676:LC|24561554:0397:HT
P09980	P45577	REP	PROQ					24561554:0397:HT
P09986	P09986	HLYD	HLYD					26833388:0114:LC|9822594:0030:LC
P09996	P76079	YIDB	PAAC					24561554:0397:HT
P0A254	P0A254	REPA	REPA					11178907:0114:LC|14530440:0114:LC|15184371:0071:LC|8331660:0401:LC|12777796:0114:LC
P0A698	P0A698	UVRA	UVRA					2546148:0029:LC|22331906:0114:LC|12145219:0013:LC|15690043:0676:LC|2546148:0071:LC|15690043:0007:LC|2546148:0028:LC
P0A698	P0A8F8	UVRA	UVRB					2546148:0029:LC|19516334:0047:LC|12145219:0428:LC|2139658:0880:LC|12145219:0013:LC|19183285:0411:LC|2546148:0071:LC|12145219:0872:LC|24561554:0397:HT|2546148:0028:LC|2139658:0049:LC
P0A698	P30958	UVRA	MFD					22331906:0114:LC|22331906:0096:LC
P0A6A6	P30126	LEUC	LEUD					24561554:0397:HT
P0A6A8	P0A6A8	ACPP	ACPP					17059829:0114:LC|9482715:0114:LC
P0A6A8	P0A953	ACPP	FABB					PDB_5KOF:0114:LC
P0A6A8	P0AEK4	ACPP	FABI					17012233:0114:LC
P0A6B4	P0A6B4	ALR	ALR					PDB_4XBJ:0114:LC|PDB_4WR3:0114:LC|18434499:0114:LC
P0A6B7	P0A6B7	ISCS	ISCS					12860127:0114:LC
P0A6B7	P0A890	ISCS	TUSA					16387657:0071:LC|24561554:0397:HT
P0A6B7	P0A9R4	ISCS	FDX					11983079:0018:LC|19305405:0415:LC
P0A6B7	P0ACD4	ISCS	ISCU					12686149:0107:LC|11972033:0401:LC|11983079:0018:LC|19305405:0017:LC|19305405:0415:LC|11972033:0096:LC|11972033:0030:LC
P0A6B7	P28911	ISCS	YHHH					24561554:0397:HT
P0A6B9	P0ACD4	ISCS	ISCU					11983079:0018:LC|11972033:0030:LC
P0A6C1	P0A6C1	NFO	NFO					23898172:0114:LC
P0A6C8	P0A6C8	ARGB	ARGB					12005432:0114:LC|15690043:0007:LC
P0A6D0	P0A6D0	ARGR	ARGR					14973045:0655:LC|11580241:0028:LC|15690043:0676:LC|15690043:0007:LC|11580241:0404:LC|8594204:0114:LC
P0A6D5	P0A6D5	YDIB	YDIB					12624088:0114:LC|15690043:0007:LC|16021622:0114:LC|12637497:0114:LC|15690043:0676:LC
P0A6D7	P0A6D7	AROK	AROK					12001235:0114:LC
P0A6E4	P24228	ARGG	DACB					24561554:0397:HT
P0A6E6	P0A6E6	ATPC	ATPC					24561554:0397:HT
P0A6E6	P0AB98	ATPC	ATPB					1683704:0019:LC|1683704:0004:LC|7476177:0401:LC|1683704:0071:LC
P0A6E6	P0ABA6	ATPC	ATPG					2868692:0030:LC|8645696:0018:LC|11062562:0114:LC|6995107:0030:LC|8910457:0030:LC|8621695:0030:LC|136256:0030:LC|24627523:0397:HT|24561554:0397:HT
P0A6E6	P0ABB0	ATPC	ATPA					21602818:0071:LC|21602818:0114:LC|24561554:0397:HT
P0A6E6	P0ABB4	ATPC	ATPD					2868692:0030:LC|6995107:0030:LC|1388160:0030:LC|136256:0030:LC|24561554:0397:HT
P0A6E6	P68699	ATPC	ATPE					10358051:0030:LC|7592682:0030:LC|10567396:0030:LC
P0A6E9	P19624	BIOD2	PDXA					24561554:0397:HT
P0A6E9	P27254	BIOD2	ARGK					24561554:0397:HT
P0A6E9	P75966	BIOD2	RLUE					24561554:0397:HT
P0A6F1	P0A6F1	CARA	CARA					16858726:0276:LC|11551199:0028:LC
P0A6F1	P0AD21	CARA	YEJG					24561554:0729:HT|24561554:0397:HT
P0A6F3	P0A6F3	GLPK	GLPK					16858726:0276:LC|10090737:0114:LC|9817843:0114:LC|9843423:0114:LC
P0A6F3	P69783	GLPK	CRR					12161559:0114:LC|8430315:0114:LC|8170944:0114:LC
P0A6F5	P0A6F5	GROL	GROL					17098196:0410:LC|9285585:0114:LC|22575645:0016:LC|18568038:0404:LC|16858726:0276:LC|8618836:0030:LC|7935790:0114:LC|11779463:0040:LC|10619429:0114:LC|18334219:0410:LC|15299926:0114:LC|22575645:0020:LC|9878052:0071:LC|22575645:0077:LC|15313620:0114:LC|22575645:0051:LC
P0A6F5	P0A6F9	GROL	GROS					16239229:0028:LC|15313620:0114:LC|10077571:0065:LC|23746846:0071:LC|14517228:0114:LC|17032756:0077:LC|20959808:0051:LC|16429154:0114:LC|10077571:0071:LC|20308583:0052:LC|7665625:0030:LC|16239229:0030:LC|8618836:0030:LC|7638601:0107:LC|20959808:0071:LC|18394994:0055:LC|10092464:0401:LC|17098196:0410:LC|9285585:0114:LC|7665625:0004:LC|16239229:0071:LC|11779463:0040:LC|15299926:0114:LC|10077571:0405:LC|16977315:0040:LC
P0A6F5	P0A817	GROL	METK					18418386:0071:LC|10647006:0019:LC
P0A6F5	P0A8M3	GROL	THRS					18418386:0071:LC|10647006:0019:LC
P0A6F5	P0AEX9	GROL	MALE					18394994:0053:LC|8613994:0401:LC|18394994:0052:LC|18394994:0055:LC
P0A6F5	P0AGB3	GROL	RPOH					26545493:0006:LC|17968012:0017:LC
P0A6F5	P0C8J7	GROL	GATY					12071968:0029:LC|10647006:0019:LC
P0A6F5	P16431	GROL	HYCE					22016389:0030:LC|21185288:0030:LC
P0A6F5	P19323	GROL	FHLA					24561554:0397:HT
P0A6F5	P37640	GROL	YHJB					24561554:0397:HT
P0A6F5	P76524	GROL	YPDF					24561554:0397:HT
P0A6F9	P0A6F9	GROS	GROS					15313620:0114:LC|16858726:0276:LC|9285585:0114:LC|15299926:0114:LC|10077571:0405:LC
P0A6G3	P0A964	PNCC	CHEW					24627523:0397:HT
P0A6G3	P28638	PNCC	YHDJ					24627523:0397:HT
P0A6G5	P0ACL5	CITX	GLCC					24561554:0397:HT
P0A6G5	P30138	CITX	THIF					24561554:0397:HT
P0A6G5	P75679	CITX	INSN1					24561554:0397:HT
P0A6G5	Q79E92	CITX	YKGN					24561554:0397:HT
P0A6G7	P0A6G7	CLPP	CLPP					20637416:0808:LC|20637416:0114:LC|7623377:0040:LC|20637416:0028:LC|9575205:0040:LC|10049803:0114:LC|20637416:0071:LC|16858726:0276:LC|7662672:0040:LC|9390554:0114:LC|19368884:0096:LC|7662672:0013:LC|2967816:0071:LC|24627523:0397:HT|19368884:0226:LC|9601038:0028:LC|24561554:0397:HT
P0A6G7	P0A6H1	CLPP	CLPX					19368884:0415:LC|9575205:0071:LC|19183285:0435:LC|15037252:0401:LC|25866879:0017:LC|15037252:0040:LC|11346657:0415:LC|9575205:0401:LC|9575205:0040:LC
P0A6G7	P0ABH9	CLPP	CLPA					9601038:0071:LC|3303028:0071:LC|1783205:0401:LC|19368884:0415:LC|19368884:0410:LC|19317833:0435:LC|19368884:0067:LC|19368884:0071:LC|9575205:0071:LC|11931773:0404:LC|10555973:0401:LC|11346657:0415:LC|1783205:0071:LC|7623377:0040:LC|9575205:0040:LC|19368884:0017:LC|15037252:0401:LC|15037252:0040:LC|9575205:0401:LC|20462489:0040:LC|9601038:0028:LC
P0A6H1	P0A6H1	CLPX	CLPX					23622246:0051:LC|9575205:0071:LC|9575205:0040:LC|14525985:0114:LC|12445774:0071:LC|25866879:0071:LC|23622246:0114:LC|19914167:0114:LC|25866879:0030:LC|25866879:0808:LC|23622246:0071:LC|24561554:0397:HT|17258768:0114:LC
P0A6H1	P0A746	CLPX	MSRB					24627523:0397:HT
P0A6H5	P0A6H5	HSLU	HSLU					15983416:0114:LC|9033594:0040:LC|9033594:0031:LC|16858726:0276:LC|12670962:0018:LC|10693812:0114:LC|9033594:0030:LC|11250202:0114:LC|9033594:0020:LC
P0A6H5	P0A7B8	HSLU	HSLV					10693812:0114:LC|9003766:0019:LC|9033594:0040:LC|9177170:0114:LC|9003766:0091:LC|12670962:0018:LC|11709174:0114:LC|11250202:0114:LC|9033594:0020:LC|19395483:0014:LC
P0A6H5	P0AFZ5	HSLU	SULA					12670962:0018:LC|21803990:0096:LC|19395483:0014:LC|21803990:0018:LC
P0A6I0	P18196	CMK	MINC					24561554:0397:HT
P0A6I0	P45577	CMK	PROQ					24561554:0397:HT
P0A6I3	P0A6I3	COAA	COAA					15136582:0114:LC|10862768:0114:LC
P0A6I6	P0A6I6	COAD	COAD					27130242:0114:LC|14973045:0655:LC|11812124:0114:LC|29498517:0114:LC|12837781:0114:LC|10480925:0030:LC|29190085:0114:LC|29551072:0114:LC|10480925:0028:LC|10205156:0114:LC
P0A6I9	P0A6I9	COAE	COAE					PDB_1T3H:0114:LC|16021622:0114:LC|PDB_6ARI:0114:LC|12538896:0114:LC
P0A6J8	P0A9A6	DDLA	FTSZ					24561554:0397:HT
P0A6K1	P0A6K1	DAPF	DAPF					23426375:0114:LC
P0A6K1	P0A776	DAPF	RPPH					29931175:0114:LC
P0A6K3	P0A6K3	DEF	DEF					12538898:0114:LC|9565550:0114:LC|PDB_3K6L:0114:LC|23072298:0114:LC|11158755:0114:LC|9846875:0114:LC
P0A6K3	P0A9S1	DEF	FUCO					24561554:0397:HT
P0A6K3	P0AGJ2	DEF	TRMH					24561554:0397:HT
P0A6K3	P75728	DEF	UBIF					24561554:0397:HT
P0A6K3	Q46953	DEF	YPJF					24561554:0397:HT
P0A6K6	P45577	DEOB	PROQ					24561554:0397:HT
P0A6L0	P0A6L0	DEOC	DEOC					11598300:0114:LC|PDB_1KTN:0114:LC|16858726:0276:LC|15476818:0114:LC
P0A6L2	P0A6L2	DAPA	DAPA					PDB_2ATS:0114:LC|16858726:0276:LC|18787203:0114:LC|20353808:0114:LC|16185069:0114:LC|18556019:0114:LC|16041077:0114:LC|19505526:0114:LC|18937497:0114:LC|PDB_3DU0:0114:LC|24561554:0397:HT
P0A6L4	P0A6L4	NANA	NANA					PDB_3LCX:0114:LC|20826162:0114:LC|8081752:0114:LC|12711733:0114:LC|PDB_2XFW:0114:LC|9047371:0114:LC|PDB_3LBM:0114:LC|PDB_3LCG:0114:LC|PDB_3LCL:0114:LC|PDB_3LCI:0114:LC|PDB_4UUI:0114:LC|PDB_3LCH:0114:LC|30291262:0114:LC|24521460:0114:LC|PDB_3LCF:0114:LC|19923724:0114:LC|PDB_3LCW:0114:LC|PDB_3LBC:0114:LC
P0A6L9	P0A6L9	HSCB	HSCB					11124030:0114:LC
P0A6L9	P0ACD4	HSCB	ISCU					12871959:0065:LC|10869428:0013:LC|11983079:0018:LC|10869428:0107:LC|24561554:0397:HT
P0A6L9	P21170	HSCB	SPEA					24561554:0397:HT
P0A6M2	P0AEG4	DSBB	DSBA					18775700:0401:LC|18775700:0114:LC|18775700:0069:LC|17110337:0114:LC|16027117:0051:LC|18775700:0071:LC|21938394:0114:LC|19214188:0114:LC
P0A6M4	P0A6M4	DTD	DTD					11568181:0114:LC
P0A6M8	P76561	FUSA	YPFH					24561554:0397:HT
P0A6P1	P0A6P1	TSF	TSF					8596629:0114:LC|16858726:0276:LC|26073967:0114:LC
